user_id,deposit_amount,trade_amount,withdrawal_amount,deposit_count,trade_count,withdrawal_count,withdraw_address_unique_count,withdraw_ip_unique_count,deposit_ip_unique_count,asset_pair_unique_count
U0000146,6604.459025,1820.742944,4039.31607,5,23,4,2,1,2,5
U0000147,5012.139395,8251.730011,1024.975309,5,11,2,2,1,1,5
U0000148,1781.483292,1681.9464,779.556657,12,18,7,2,1,2,5
U0000149,4212.774359,2824.3932489999997,1527.821367,3,6,5,1,2,1,3
U0000150,2924.699496,1596.103525,869.8451,5,20,8,1,2,1,5
U0000151,1873.4890619999999,2789.300242,617.471574,4,10,3,1,1,2,5
U0000152,1866.777247,2282.197596,1371.766627,11,21,6,3,2,1,6
U0000153,3124.107737,2796.482124,3174.9486190000002,5,16,4,2,1,2,5
U0000154,1393.971619,360.174611,730.206315,7,27,5,1,3,1,6
U0000155,5646.484802,3866.927713,3800.350853,12,19,4,3,2,1,4
U0000156,5305.3387920000005,3867.450132,954.332798,4,20,6,1,2,1,5
U0000157,5065.051762,6749.574963,389.010623,8,17,6,1,1,2,5
U0000158,9650.811918,9959.398255,7333.402551,6,19,8,2,1,1,5
U0000159,2196.849267,2449.820555,3435.299993,3,12,5,1,2,1,5
U0000160,21166.939226,24216.433031,30471.345231,8,10,4,3,2,1,5
U0000161,2546.9564,2049.158025,268.243153,4,13,3,1,1,2,4
U0000162,6308.140398,7814.6482510000005,5941.930945,13,31,7,2,1,1,5
U0000163,4537.848805,6424.222552,3975.115006,11,41,7,3,2,1,6
U0000164,11006.457157,13201.952244,14521.125813,10,16,7,3,3,2,5
U0000165,2147.868422,863.982711,1391.907001,10,27,9,1,3,2,6
U0000166,2635.565829,1753.898913,2599.422733,4,6,8,1,1,2,4
U0000167,4139.476331,3013.426687,3404.494743,4,11,4,1,1,2,5
U0000168,3042.048731,3625.525456,1338.98261,12,52,5,1,1,2,6
U0000169,4650.247066,3369.042102,1177.564652,10,25,9,2,2,2,6
U0000170,4141.9039219999995,674.117275,2460.35925,5,7,5,2,1,2,3
U0000171,4695.253978,1636.043933,917.37811,9,19,3,2,2,1,4
U0000172,1690.022853,783.951992,415.644327,8,18,12,1,1,2,4
U0000173,1900.293112,3025.673897,296.775693,10,21,10,2,1,2,5
U0000174,2943.32229,2400.179691,4723.463624,7,12,1,1,1,2,5
U0000175,8500.060941,13094.00962,3776.600741,7,13,2,1,2,2,5
U0000176,1074.243507,1022.446831,97.379471,13,27,4,2,2,2,6
U0000177,11909.42115,19921.007696,7670.854539,6,10,1,1,1,2,5
U0000178,2632.700842,1431.3758639999999,1506.428736,10,22,5,2,1,2,6
U0000179,2347.369657,4363.5173,1745.490905,1,6,2,2,2,1,4
U0000180,21633.693561,20464.705962,9290.471215,15,24,3,1,3,2,6
U0000181,3243.153478,3432.54219,928.980628,6,16,2,1,1,2,6
U0000182,8665.458956,3341.156703,1200.491029,7,10,3,2,1,1,3
U0000183,5089.150385,5634.046537,5121.834603,4,12,4,2,1,1,4
U0000184,3388.098228,2969.260162,1540.2670010000002,8,18,2,1,1,1,4
U0000185,6829.669385,8563.155032,2140.064199,8,19,6,3,3,1,6
U0000186,6379.210936,6752.135222,650.472224,14,29,12,3,2,1,6
U0000187,5428.782719,1441.074269,2165.6979069999998,6,5,3,2,2,2,3
U0000188,4473.305192,2942.390869,2255.762549,4,7,4,1,1,2,4
U0000189,3387.450455,2364.343794,1169.747529,4,6,2,2,1,1,2
U0000190,4432.415127,2721.589236,1051.269119,2,6,2,2,2,1,4
U0000191,3683.727349,5213.939983,2053.630992,6,28,8,2,1,2,5
U0000192,3328.7050010000003,3086.747201,1342.405321,8,25,6,1,1,1,6
U0000193,7102.0109680000005,3093.063683,2285.494138,25,52,12,2,3,1,6
U0000194,3080.834892,3038.2443869999997,3215.871983,3,13,3,2,1,2,5
U0000195,2427.115671,3054.29961,3003.265641,12,28,10,2,3,2,5
U0000196,2239.110714,886.2678040000001,2377.800585,3,8,5,3,1,1,4
U0000197,2462.0758690000002,1458.921228,545.370503,13,30,7,1,2,2,6
U0000198,3373.391938,2664.379193,1052.344146,6,13,1,1,1,1,5
U0000199,3012.62401,2983.125043,1136.14701,7,25,6,2,2,1,5
U0000200,901.615198,714.924552,1159.29159,5,21,7,1,2,2,6
U0000201,6514.121363,7756.02689,4316.281542,10,18,4,1,2,2,5
U0000202,2443.235996,2634.372655,1032.380993,3,17,1,1,1,1,6
U0000203,6014.240954,4866.3226700000005,2040.954129,6,4,1,1,1,1,3
U0000204,4899.685411,3463.142313,2781.045673,4,6,6,1,3,2,3
U0000205,6240.909540000001,4938.125443,6270.068053,6,12,4,2,1,1,5
U0000206,1458.687821,1635.898759,1489.237159,7,24,9,1,2,2,6
U0000207,18795.129552,16638.578252,9748.05629,11,21,7,2,1,1,6
U0000208,1523.566341,1297.000921,114.53259,6,21,4,1,2,2,6
U0000209,12056.553443,1813.99991,5624.477562,11,19,8,1,2,1,5
U0000210,3521.119011,3864.554099,3057.083805,3,7,3,2,2,1,4
U0000211,1516.685078,2163.553844,1293.4616839999999,12,24,6,3,3,2,6
U0000212,2580.034212,1052.033756,426.413318,4,13,1,1,1,1,5
U0000213,3630.669891,4658.561914,679.079309,1,10,5,1,2,1,4
U0000214,26236.170173,18516.487293,7967.039712000001,7,19,6,1,3,1,5
U0000215,2292.252141,711.871676,1244.350003,13,16,12,2,1,1,5
U0000216,8814.626376,2906.896785,758.129414,2,4,1,1,1,1,1
U0000217,1587.823271,3992.429089,1947.356839,5,16,7,1,1,2,4
U0000218,3062.480386,1487.737742,1792.479158,7,15,4,3,1,1,6
U0000219,2890.747898,1805.584825,1811.013061,9,33,10,1,3,2,6
U0000220,2735.916327,2312.246894,1482.939725,10,16,4,2,2,2,6
U0000221,9899.270806,8761.027487,6902.048106,2,7,4,3,2,1,4
U0000222,1152.90695,459.813048,1006.2430909999999,6,11,4,2,2,1,5
U0000223,682.311061,1037.116432,182.892878,3,11,1,1,1,1,3
U0000224,2467.687826,1375.371394,1288.897349,14,44,10,3,2,1,5
U0000225,7860.421754999999,9099.759328,5953.376768,3,12,7,2,1,1,5
U0000226,2221.732505,3870.564543,1992.177062,11,39,11,3,2,2,6
U0000227,442.204841,524.469415,496.183428,7,10,5,2,3,2,4
U0000228,5731.110582,8709.285415,7132.428812,6,27,8,1,3,1,6
U0000229,9042.154982,3700.510441,1435.792758,5,4,1,1,1,1,3
U0000230,1977.420002,1736.580675,1495.189937,6,19,4,2,2,2,6
U0000231,951.384473,340.781078,111.263171,1,6,1,1,1,1,2
U0000232,1112.548658,1281.524069,1621.37789,6,11,5,2,2,2,5
U0000233,1695.962207,1601.135928,337.450439,3,9,5,2,2,2,4
U0000234,5463.908819,5636.70869,854.655458,5,23,5,1,3,1,6
U0000235,796.4335040000001,1654.938794,243.14930999999999,3,9,5,1,3,1,4
U0000236,2639.47982,975.045703,1454.226833,6,16,4,2,2,1,5
U0000237,3189.936796,2807.240574,871.73983,4,12,3,1,1,1,4
U0000238,4421.628704,6618.108778,1015.142428,5,8,1,1,1,1,5
U0000239,4045.4314130000002,914.806313,1376.851099,7,24,3,1,1,2,6
U0000240,12758.783762000001,7294.069372,9169.632953,6,15,2,2,1,2,5
U0000241,5550.442720999999,3702.280345,2901.491886,5,11,5,3,2,2,4
U0000242,4087.905819,6424.453799,1870.511122,7,13,3,2,2,2,6
U0000243,1359.7369489999999,2107.022977,181.217729,5,12,5,1,3,2,6
U0000244,2531.101327,4312.693845,227.575965,7,22,5,2,2,2,5
U0000245,5158.360859,2619.626534,1770.530221,18,27,9,1,1,2,6
U0000246,414.488767,783.284912,887.998688,6,6,4,1,2,1,3
U0000247,1875.708196,2509.118489,456.813316,3,14,4,1,3,1,4
U0000248,1548.327442,1438.109117,1207.78012,14,24,7,1,1,2,6
U0000249,52659.52408,48439.752164000005,19473.744425,5,7,5,3,3,1,5
U0000250,2590.520059,1446.341876,1436.201603,7,9,2,2,1,1,4
U0000251,7652.097811,5707.401261,7104.704246,6,17,8,1,1,1,6
U0000252,1613.1373939999999,1705.920597,1352.902738,5,13,1,1,1,1,4
U0000253,3958.0854040000004,3143.436532,4455.902696,3,13,6,3,2,1,5
U0000254,1593.105485,547.7714,158.606983,8,11,4,1,1,1,3
U0000255,1063.439387,918.497714,1062.904609,9,8,2,1,2,1,4
U0000256,6389.780092,9248.249485,5284.737113,7,25,5,2,2,2,6
U0000257,424.52740900000003,682.477983,600.064476,2,7,1,1,1,2,5
U0000258,6269.991494,6781.758753,945.606373,9,28,8,1,2,2,6
U0000259,2035.840428,2157.906771,778.8828000000001,6,15,2,1,1,2,4
U0000260,10298.452138,11737.589856,2862.351944,6,17,5,3,1,2,5
U0000261,2823.74977,3767.302408,1219.135711,5,11,5,2,1,2,5
U0000262,6704.768016,5518.619429,1890.119835,3,6,2,1,1,2,4
U0000263,5113.745175,5282.776662,2108.043173,9,15,6,3,3,1,5
U0000264,21188.025847,16759.891105,3980.5174,6,14,5,3,2,1,4
U0000265,30673.519151,32724.123682,28154.694352000002,9,19,11,3,2,2,6
U0000266,17070.310245,13150.477191,14241.734691,5,7,5,2,2,1,4
U0000267,322.055039,439.844935,453.11857100000003,5,17,7,2,1,1,4
U0000268,4005.1229439999997,4673.1387349999995,3854.545326,4,13,5,3,2,2,4
U0000269,3277.04121,1227.536221,921.046208,7,24,5,2,2,1,6
U0000270,885.126803,1269.159619,465.88718800000004,6,17,2,2,1,1,5
U0000271,3390.862907,1175.972764,2182.09103,10,22,9,3,2,1,5
U0000272,3331.212033,4216.330989,919.215205,11,33,8,3,1,1,6
U0000273,6627.243017000001,8631.804222,5000.974781,5,13,7,3,1,1,4
U0000274,7935.688622,9508.78198,4004.493256,9,16,6,2,1,2,6
U0000275,2839.914169,1631.334762,326.921831,8,13,7,1,3,2,6
U0000276,1827.960382,3315.461173,2678.046262,6,16,9,3,3,2,6
U0000277,827.812153,576.106044,581.647862,4,15,7,2,3,1,5
U0000278,2232.654809,1713.160717,1573.3442929999999,18,34,10,1,2,2,6
U0000279,6692.096184,7201.353808,2259.7158360000003,5,7,2,1,2,1,4
U0000280,6694.980216,9489.196797,2141.195709,11,30,7,2,2,1,6
U0000281,2306.580057,2190.301265,1763.422088,8,15,7,1,3,1,5
U0000282,3554.8522789999997,1789.498835,260.75138000000004,4,11,2,1,1,1,5
U0000283,4590.841686,4849.3948869999995,2847.558995,10,13,6,2,2,1,5
U0000284,5757.8760010000005,3928.401326,3641.2828799999997,9,20,6,3,2,1,6
U0000285,768.2403370000001,581.212354,796.261257,8,17,5,3,1,1,6
U0000286,12161.57076,14203.566368,4044.011158,6,17,7,1,2,1,5
U0000287,86770.605601,59192.432722,46858.801225999996,11,15,5,1,1,1,5
U0000288,1671.122007,1520.809984,423.247343,6,14,5,1,1,1,4
U0000289,2165.302647,3685.726715,292.558601,9,10,2,1,1,1,5
U0000290,4273.592321,8632.88017,615.669252,5,15,6,2,2,1,5
U0000291,1077.5469,2229.010597,398.30463599999996,4,14,4,3,3,1,5
U0000292,6384.065045,5443.7460790000005,370.954531,7,12,3,2,3,1,6
U0000293,999.627378,283.158241,79.98060100000001,6,8,7,2,2,1,2
U0000294,7136.595558,14974.152861,12265.742386,5,23,1,1,1,2,6
U0000295,2725.293442,1773.068127,1345.351951,5,16,10,1,2,2,4
U0000296,1958.995263,1829.717198,1392.699274,14,28,5,1,3,2,6
U0000297,2094.841936,2126.284933,2308.957645,10,15,5,3,1,2,5
U0000298,9638.486532,12049.84992,1949.9079219999999,11,21,4,2,1,1,4
U0000299,2629.974226,3053.007511,2394.3601230000004,5,18,2,2,2,2,6
U0000300,723.981934,1273.961602,243.740778,6,17,4,2,2,1,6
U0000301,9393.235698,6327.165488000001,7169.4577389999995,3,16,4,2,1,1,6
U0000302,1675.408454,1227.340061,1049.478537,4,8,8,2,2,2,5
U0000303,6037.414930999999,5308.341348,578.2593469999999,3,8,4,3,3,2,4
U0000304,17002.34016,13803.089789,6625.7966559999995,10,18,8,3,2,2,5
U0000305,29718.320713,24032.226407000002,16843.927525,5,14,5,1,1,2,3
U0000306,13970.903638,15774.338479999999,8199.593658,3,8,2,1,2,1,4
U0000307,4177.79573,1520.982365,481.916804,9,24,5,3,1,2,6
U0000308,3614.21737,6149.843299,5328.629724,4,14,4,2,1,2,5
U0000309,899.953487,1397.664117,468.528821,3,12,5,2,2,1,6
U0000310,5107.715542,2271.2381370000003,890.047445,8,15,4,2,2,2,5
U0000311,6138.954962,1345.266113,842.517288,6,15,6,3,2,2,5
U0000312,6939.419659,7062.42827,333.892651,11,19,5,2,2,2,5
U0000313,3168.700632,3826.616466,4942.414731,2,6,3,2,3,1,3
U0000314,4668.943977,2597.918402,2984.0809050000003,7,12,5,1,2,2,4
U0000315,7825.332658,5192.950736,1356.627683,12,21,7,3,2,2,4
U0000316,5414.601092,7283.412447,5871.473544,4,14,6,2,1,2,6
U0000317,10263.902765,5676.433053,2646.617187,6,7,1,1,1,1,3
U0000318,5489.284952,5843.509688,3262.373606,9,16,6,1,1,2,5
U0000319,8167.436871,5912.589952,2083.622859,4,11,2,2,1,1,4
U0000320,952.085674,986.720265,493.81496200000004,11,16,6,1,2,1,5
U0000321,896.751377,600.749658,131.884152,7,18,3,1,3,2,5
U0000322,1290.560349,484.22195,300.291392,8,17,2,2,1,1,3
U0000323,21091.658328,17159.261932,15014.829096,10,17,4,1,2,1,5
U0000324,4357.799097,6504.00988,272.071941,6,19,4,3,3,1,5
U0000325,9096.075021999999,5151.361932,936.602003,13,19,3,2,2,2,6
U0000326,4055.749584,3917.82867,3491.2451880000003,8,13,3,2,2,1,5
U0000327,11707.613379,6185.359912,14897.372653,2,5,2,1,1,1,3
U0000328,7060.9454129999995,10479.573118,1339.848132,3,14,5,1,2,1,6
U0000329,4819.701387,3462.619338,2279.243497,14,38,8,1,2,2,5
U0000330,980.816552,766.049519,295.411109,4,10,2,1,1,2,5
U0000331,1612.730237,1480.901554,1530.52482,10,22,3,2,1,2,5
U0000332,2998.747984,2282.447328,2424.366787,8,19,15,2,1,1,6
U0000333,2452.277618,2479.901146,867.859547,7,19,7,1,3,2,4
U0000334,5178.155619,2348.751581,3390.844963,7,16,6,2,1,1,5
U0000335,4776.734478,2168.274345,2159.500253,6,13,3,1,2,1,5
U0000336,9910.344131,13919.127727000001,1893.277672,6,14,7,3,1,2,6
U0000337,11091.756444999999,12323.721028,8864.91583,8,12,10,1,3,2,6
U0000338,4744.224006,4851.162717,2663.021363,10,13,4,2,1,2,5
U0000339,4813.676347,4948.616271,2975.610455,7,13,4,2,1,2,5
U0000340,5432.436855,8612.690088,7286.9255299999995,2,6,6,2,1,1,4
U0000341,749.2633840000001,907.470023,523.816597,2,13,3,2,1,1,4
U0000342,6512.134034,5505.906238,641.360924,4,11,4,1,2,2,3
U0000343,6315.248662,6328.372024,1861.448689,18,28,10,1,2,1,5
U0000344,2856.370015,1674.668633,207.650021,9,18,3,3,1,2,6
U0000345,2353.571626,2974.187073,1512.8536980000001,13,32,5,1,2,1,5
U0000346,9691.486691,11740.27429,2561.097585,11,25,6,2,2,2,6
U0000347,10462.330257,11426.311392,1402.376264,10,23,5,1,2,2,6
U0000348,3827.0234960000003,1557.866657,652.229597,23,35,11,1,2,1,6
U0000349,2784.064017,3304.666725,1070.150589,13,29,5,2,2,1,5
U0000350,35869.611837,32441.816597,25776.070302,6,13,4,1,3,1,5
U0000351,4231.940615,3436.348013,332.849589,3,6,3,2,2,2,3
U0000352,9676.746931,2995.494628,6403.816328,11,20,8,3,1,1,5
U0000353,3159.6595,1898.007312,1644.683529,20,28,15,1,2,1,6
U0000354,10702.059405,10988.310473,9940.006446,5,17,2,2,2,1,5
U0000355,2922.898834,1060.492338,977.841216,12,14,5,1,2,2,5
U0000356,11283.566549,6544.401951,801.447932,6,10,4,2,3,1,5
U0000357,2974.721198,2425.077689,92.146226,7,15,2,1,1,1,5
U0000358,3757.1812640000003,1641.956342,2487.555894,10,14,3,2,2,1,4
U0000359,9199.765419,8942.549884,7570.997641,6,8,4,3,2,2,3
U0000360,15616.672281,13495.076479,9005.466507000001,6,25,5,1,1,2,6
U0000361,1396.619806,1015.030865,1011.7471380000001,3,8,2,2,2,1,2
U0000362,2236.245867,927.361916,346.27829099999997,10,11,2,1,2,1,4
U0000363,1389.9220500000001,438.54142,63.997313,7,11,4,3,1,1,4
U0000364,10326.538564,14204.389842999999,11480.196234000001,8,17,4,2,2,2,5
U0000365,12767.424082,4527.874433,4177.573482,13,36,18,1,1,2,6
U0000366,2092.066459,5072.852416,1544.154934,5,20,6,2,2,2,6
U0000367,1555.561749,1102.103159,1336.871971,8,15,4,2,3,1,5
U0000368,1966.711239,3948.32885,1086.223398,5,19,5,1,1,2,6
