user_id,registration_time,registration_channel,kyc_level,age,age_band,occupation,country_code,ka_owner,bd_owner,user_restriction,risk_tag,fraud_label,deposit_amount,trade_amount,withdrawal_amount,net_fund_flow,withdraw_address_unique_count,withdraw_ip_unique_count,fund_loop_cv,amount_diff_ratio,risk_level,risk_source,risk_operator,risk_reason,risk_recorded_at
U0000014,2026-03-27T06:26:56+00:00,WEB,L2,62,50+,RETIRED,TR,N/A,N/A,NONE,BASELINE,0,4545.361907,4378.304583,3643.470425,901.8914820000005,3,1,0.09352060064054672,0.2152976023337931,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000015,2026-03-14T22:24:23+00:00,ANDROID,L2,35,35-49,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,3272.6819189999997,1435.3290240000001,87.194205,3185.487714,1,1,0.8167984464285685,1.9929206044470993,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000016,2026-02-08T20:54:47+00:00,WEB,L2,33,25-34,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,4674.762829,6604.502655,3044.298671,1630.4641580000002,1,2,0.3047756662684515,0.7456671982211679,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000017,2026-03-11T13:31:54+00:00,WEB,L2,66,50+,SALARIED,TR,N/A,N/A,REVIEW_ONLY,SYNTHETIC_GRAPH_SIGNAL,1,4808.53669,6940.5768530000005,6078.485933,-1269.949243,2,2,0.14736046681710216,0.35877631745152416,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000018,2026-01-24T16:50:47+00:00,ANDROID,L2,35,35-49,RETIRED,NL,N/A,N/A,NONE,BASELINE,0,4649.026664999999,4002.691176,4981.304126,-332.2774610000006,2,3,0.08941164003598256,0.21534762117353526,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000019,2026-04-06T14:28:21+00:00,ANDROID,L2,62,50+,SALARIED,TR,KA_06,N/A,NONE,BASELINE,0,4621.648829,2839.117719,3722.053524,899.5953049999998,1,2,0.19522603446877965,0.4781972074637526,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000020,2026-01-02T02:50:32+00:00,H5,L2,38,35-49,SELF_EMPLOYED,GB,N/A,N/A,NONE,BASELINE,0,4673.876815,4868.960765,4101.445275,572.4315399999996,1,2,0.07161583315375039,0.16875540433084926,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000021,2026-01-24T16:51:58+00:00,IOS,L2,44,35-49,SALARIED,DE,N/A,N/A,NONE,BASELINE,0,2080.849478,2309.584073,1100.005053,980.844425,2,1,0.28667907698119544,0.6609193402793581,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000022,2026-04-30T20:53:30+00:00,IOS,L1,22,18-24,SELF_EMPLOYED,DE,N/A,N/A,NONE,BASELINE,0,21399.119333000002,2819.691131,4103.28535,17295.833983000004,2,2,0.8974020402913855,1.9680141248038505,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000023,2026-03-08T07:47:01+00:00,ANDROID,L2,58,50+,SALARIED,TR,N/A,BD_06,NONE,BASELINE,0,3325.50187,3701.012897,1690.544914,1634.956956,3,3,0.30037773490162045,0.6919080710375601,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000024,2026-04-20T02:27:04+00:00,WEB,L2,20,18-24,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,6032.185495,3205.351914,502.369599,5529.815896,1,2,0.6954049816240728,1.7032449770181626,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000025,2026-04-21T04:13:51+00:00,ANDROID,L2,58,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,6168.5592719999995,6291.6889,834.5983309999999,5333.960940999999,2,2,0.5740506840658212,1.2313998287461088,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000026,2026-04-28T09:45:58+00:00,WEB,L2,32,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,5039.450667,2668.497148,2661.739663,2377.7110040000002,1,2,0.32381140630412975,0.6878831234917571,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000027,2026-04-10T16:42:00+00:00,ANDROID,L2,36,35-49,OTHER,TR,N/A,N/A,NONE,BASELINE,0,954.8043829999999,730.850876,265.835504,688.9688789999999,1,1,0.44112723722463254,1.059142413681002,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000028,2026-04-20T11:32:14+00:00,ANDROID,L2,71,50+,SALARIED,TR,KA_03,N/A,NONE,BASELINE,0,13525.070182,8649.220719,2233.87586,11291.194322,3,3,0.5683184813507721,1.3877970966719255,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000029,2026-04-29T18:09:17+00:00,ANDROID,L2,58,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,2225.498739,3218.4554,2363.924082,-138.42534299999988,2,2,0.16871756301254773,0.3815210609955541,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000030,2026-01-18T15:50:30+00:00,ANDROID,L2,57,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,2409.127658,3196.526626,787.2698340000001,1621.8578239999997,1,2,0.4706989141016578,1.1305891079872816,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000031,2026-01-07T00:31:46+00:00,IOS,L2,67,50+,STUDENT,AE,N/A,N/A,NONE,SYNTHETIC_GRAPH_SIGNAL,0,1554.016946,1781.383985,413.696819,1140.320127,1,1,0.47882413146612735,1.0944130485794883,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000032,2026-03-09T11:41:56+00:00,WEB,L2,66,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,7702.779266,12639.486314,10242.779601999999,-2540.000335999999,1,1,0.197712821707785,0.48422753851990696,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000033,2026-02-12T00:45:23+00:00,ANDROID,L2,28,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,9083.319593,16788.562293,7890.497247,1192.822346,1,1,0.3504153505435107,0.7906491137026708,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000034,2026-03-26T00:37:33+00:00,IOS,L2,27,25-34,SALARIED,GB,N/A,BD_01,NONE,BASELINE,0,6591.775162,5565.887766,2882.288654,3709.486508,2,1,0.3119660802040019,0.7399265525108922,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000035,2026-01-11T14:26:53+00:00,ANDROID,L2,19,18-24,SALARIED,NL,N/A,N/A,NONE,BASELINE,0,5952.448182,5772.726798,6609.027835,-656.5796529999998,1,2,0.058815222049804376,0.13684277065743808,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000036,2026-02-19T16:14:31+00:00,IOS,L2,63,50+,OTHER,TR,N/A,N/A,NONE,BASELINE,0,6543.4928469999995,3858.362778,4164.323747,2379.169099999999,2,2,0.24718581387737865,0.5530201160700081,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000037,2026-02-08T08:47:48+00:00,H5,L2,45,35-49,SALARIED,TR,KA_00,N/A,NONE,BASELINE,0,10156.261838,14364.449776,8689.5691,1466.6927379999997,2,1,0.2172688606701408,0.5126316809729089,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000038,2026-03-26T14:59:34+00:00,WEB,L2,50,50+,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,3068.449687,2876.724196,2015.1809440000002,1053.2687429999996,2,1,0.17262888883015726,0.39694288730478966,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000039,2026-01-27T22:33:55+00:00,ANDROID,L1,65,50+,SALARIED,GB,N/A,N/A,NONE,BASELINE,0,3198.372821,2640.630292,3494.481702,-296.1088810000001,2,1,0.1137826280801796,0.2744477845920191,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000040,2026-03-23T02:38:46+00:00,WEB,L2,60,50+,STUDENT,DE,N/A,N/A,NONE,BASELINE,0,6237.55914,1703.328229,3030.783389,3206.775751,2,1,0.5204367899258938,1.2398013969824595,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000041,2026-04-11T14:29:55+00:00,ANDROID,L1,21,18-24,RETIRED,GB,N/A,N/A,NONE,BASELINE,0,1175.159518,1166.19045,827.572535,347.5869829999999,2,3,0.15315756761240915,0.3290585200530541,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000042,2026-03-31T04:10:27+00:00,ANDROID,L2,62,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,3738.030531,5401.571841999999,1346.6990489999998,2391.331482,2,2,0.47612380330285625,1.1600485137189487,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000043,2026-03-25T14:26:22+00:00,ANDROID,L2,64,50+,SALARIED,DE,N/A,N/A,NONE,BASELINE,0,1204.5681240000001,832.626736,994.894351,209.6737730000001,1,2,0.15064365496471502,0.3680050573551545,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000044,2026-02-06T11:33:11+00:00,IOS,L2,44,35-49,STUDENT,DE,N/A,N/A,NONE,BASELINE,0,868.580216,779.119884,420.51056400000004,448.0696519999999,3,2,0.28083975897958724,0.6499381225509432,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000045,2026-04-08T11:33:49+00:00,ANDROID,L2,69,50+,RETIRED,TR,N/A,BD_04,NONE,BASELINE,0,2723.5796840000003,718.912385,432.324472,2291.255212,1,2,0.789169540344149,1.7739589896109098,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000046,2026-04-24T15:13:57+00:00,WEB,L2,32,25-34,SALARIED,TR,KA_09,N/A,NONE,BASELINE,0,3703.377086,1222.943763,1059.454698,2643.922388,2,2,0.6062697870274723,1.3251026707767732,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000047,2026-04-04T18:53:44+00:00,IOS,L1,25,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,4010.022215,3076.205948,1154.444131,2855.5780839999998,1,2,0.4327853027558695,1.0395673977033892,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000048,2026-02-28T20:34:59+00:00,ANDROID,L2,49,35-49,SELF_EMPLOYED,TR,N/A,N/A,REVIEW_ONLY,BASELINE,0,3029.79354,3109.697309,1570.271989,1459.521551,1,1,0.27534343228654284,0.5990166049255587,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000049,2026-03-21T02:55:36+00:00,WEB,L2,42,35-49,SELF_EMPLOYED,NL,N/A,N/A,REVIEW_ONLY,BASELINE,0,1597.478685,2498.920349,2752.454899,-1154.9762139999998,3,1,0.21710080316014818,0.5059136427636234,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000050,2026-01-07T13:40:39+00:00,ANDROID,L2,59,50+,SALARIED,TR,N/A,N/A,REVIEW_ONLY,SYNTHETIC_GRAPH_SIGNAL,1,4912.519894999999,4219.545618,4465.855186,446.6647089999997,2,2,0.06327877961611701,0.15288534747469765,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000051,2026-01-26T06:40:49+00:00,IOS,L2,67,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,11146.866687,7350.381805,1060.0742989999999,10086.792388,2,2,0.6380713917831745,1.547265824028092,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000052,2026-01-17T04:40:57+00:00,H5,L2,19,18-24,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,17566.193876,22600.753613,13597.619779,3968.5740970000006,3,1,0.20556801506207725,0.502364342809017,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000053,2026-03-02T16:30:37+00:00,ANDROID,L2,59,50+,OTHER,TR,N/A,N/A,NONE,BASELINE,0,17840.192193,34862.706427,1983.3862100000001,15856.805982999998,1,1,0.7365139968499309,1.8037056449826492,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000054,2026-03-28T18:35:14+00:00,WEB,L2,52,50+,STUDENT,TR,N/A,N/A,NONE,BASELINE,0,5594.716612,4782.422373,3172.595779,2422.120833,2,2,0.22285366665957052,0.536273412399617,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000055,2026-02-26T16:20:18+00:00,WEB,L2,32,25-34,SELF_EMPLOYED,TR,KA_06,N/A,NONE,BASELINE,0,4947.128094,5034.268074,6075.776678,-1128.6485840000005,2,3,0.09579766311841191,0.21086811386248944,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000056,2026-04-18T23:22:49+00:00,IOS,L2,30,25-34,STUDENT,TR,N/A,BD_07,NONE,BASELINE,0,12582.616796,12038.11925,17081.983248,-4499.366452,1,1,0.1626022074971628,0.36284425212955046,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000057,2026-01-14T08:09:58+00:00,ANDROID,L2,23,18-24,OTHER,TR,N/A,N/A,NONE,BASELINE,0,1276.950997,1695.795493,696.9811119999999,579.969885,2,2,0.3347896914826984,0.8165301264777637,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000058,2026-03-03T08:09:42+00:00,ANDROID,L2,23,18-24,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,6222.738755,6770.776376,5428.394402,794.3443530000004,3,3,0.08974502846709462,0.2186063238876508,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000059,2026-01-18T06:24:09+00:00,IOS,L2,43,35-49,SALARIED,TR,N/A,N/A,NONE,SYNTHETIC_GRAPH_SIGNAL,0,7614.730614,5110.806434,2512.132684,5102.59793,2,2,0.4101506253890679,1.0046020198123033,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000060,2026-03-15T22:28:04+00:00,WEB,L2,55,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,3502.722268,3761.165413,3166.117282,336.6049859999998,1,1,0.07007425766530986,0.17115470216291595,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000061,2026-03-17T19:30:27+00:00,IOS,L2,31,25-34,STUDENT,AE,N/A,N/A,NONE,BASELINE,0,550.752406,705.894309,313.40279,237.34961599999997,3,2,0.3084004200501359,0.7499601466388158,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000062,2026-04-19T02:03:02+00:00,WEB,L2,31,25-34,OTHER,TR,N/A,N/A,NONE,BASELINE,0,685.521964,1841.986954,1235.957977,-550.436013,2,3,0.3764932729587003,0.9218614290481223,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
