user_id,fraud_label,label_observed_at,fold,decision_tree_depth3_score,xgboost_oof_score,graph_score,xgboost_oof_percentile,combined_review_score,label_interpretation,automatic_relabel_allowed,automatic_enforcement_allowed
U0000028,0,2026-06-11 11:32:14+00:00,0,0.0,0.012950140982866287,0.0,0.16916666666666666,0.08458333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000029,0,2026-06-20 18:09:17+00:00,2,0.0,0.08426512032747269,0.0,0.725,0.3625,INCONCLUSIVE_UNCONFIRMED,False,False
U0000030,0,2026-03-11 15:50:30+00:00,3,0.0,0.02459597960114479,0.0,0.38666666666666666,0.19333333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000031,0,2026-02-28 00:31:46+00:00,1,0.0,0.013698874972760677,0.0,0.195,0.0975,INCONCLUSIVE_UNCONFIRMED,False,False
U0000032,0,2026-04-30 11:41:56+00:00,1,0.0,0.11851482093334198,0.0,0.8116666666666666,0.4058333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000033,0,2026-04-05 00:45:23+00:00,3,0.0,0.024910399690270424,0.0,0.39666666666666667,0.19833333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000034,0,2026-05-17 00:37:33+00:00,3,0.0,0.009546793065965176,0.0,0.041666666666666664,0.020833333333333332,INCONCLUSIVE_UNCONFIRMED,False,False
U0000035,0,2026-03-04 14:26:53+00:00,1,0.0,0.29699790477752686,0.0,0.925,0.4625,INCONCLUSIVE_UNCONFIRMED,False,False
U0000036,0,2026-04-12 16:14:31+00:00,1,0.0,0.035730503499507904,0.0,0.5141666666666667,0.25708333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000037,0,2026-04-01 08:47:48+00:00,1,0.0,0.07050096988677979,0.0,0.6858333333333333,0.34291666666666665,INCONCLUSIVE_UNCONFIRMED,False,False
U0000038,0,2026-05-17 14:59:34+00:00,2,0.0,0.02878062054514885,0.0,0.44333333333333336,0.22166666666666668,INCONCLUSIVE_UNCONFIRMED,False,False
U0000039,0,2026-03-20 22:33:55+00:00,0,0.0,0.05423726513981819,0.0,0.6175,0.30875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000040,0,2026-05-14 02:38:46+00:00,2,0.0,0.03374455124139786,0.0,0.49416666666666664,0.24708333333333332,INCONCLUSIVE_UNCONFIRMED,False,False
U0000041,0,2026-06-02 14:29:55+00:00,2,0.0,0.0335862934589386,0.0,0.49,0.245,INCONCLUSIVE_UNCONFIRMED,False,False
U0000042,0,2026-05-22 04:10:27+00:00,4,0.0,0.0091828852891922,0.0,0.0225,0.01125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000043,0,2026-05-16 14:26:22+00:00,0,0.0,0.078685462474823,0.0,0.7108333333333333,0.35541666666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000044,0,2026-03-30 11:33:11+00:00,3,0.0,0.009005305357277393,0.0,0.010833333333333334,0.005416666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000045,0,2026-05-30 11:33:49+00:00,4,0.0,0.011270690709352493,0.0,0.11208333333333333,0.05604166666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000046,0,2026-06-15 15:13:57+00:00,0,0.0,0.011461911723017693,0.0,0.12166666666666667,0.060833333333333336,INCONCLUSIVE_UNCONFIRMED,False,False
U0000047,0,2026-05-26 18:53:44+00:00,1,0.0,0.015836961567401886,0.0,0.23083333333333333,0.11541666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000048,0,2026-04-21 20:34:59+00:00,3,0.0,0.019105538725852966,0.0,0.2925,0.14625,INCONCLUSIVE_UNCONFIRMED,False,False
U0000049,0,2026-05-12 02:55:36+00:00,2,0.0,0.09001950919628143,0.0,0.7425,0.37125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000050,1,2026-02-28 13:40:39+00:00,0,0.0,0.7574049234390259,0.0,0.985,0.4925,CONFIRMED_SYNTHETIC_FRAUD,False,False
U0000051,0,2026-03-19 06:40:49+00:00,2,0.0,0.020166568458080292,0.0,0.30416666666666664,0.15208333333333332,INCONCLUSIVE_UNCONFIRMED,False,False
U0000052,0,2026-03-10 04:40:57+00:00,4,0.0,0.06467515975236893,0.0,0.6625,0.33125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000053,0,2026-04-23 16:30:37+00:00,0,0.0,0.016258032992482185,0.0,0.23958333333333334,0.11979166666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000054,0,2026-05-19 18:35:14+00:00,3,0.0,0.1041225790977478,0.0,0.775,0.3875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000055,0,2026-04-19 16:20:18+00:00,3,0.9672466734902765,0.8674783706665039,0.0,0.9941666666666666,0.4970833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000056,0,2026-06-09 23:22:49+00:00,3,0.0,0.06434287130832672,0.0,0.6608333333333334,0.3304166666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000057,0,2026-03-07 08:09:58+00:00,2,0.0,0.024247651919722557,0.0,0.37833333333333335,0.18916666666666668,INCONCLUSIVE_UNCONFIRMED,False,False
U0000058,0,2026-04-24 08:09:42+00:00,0,0.0,0.05837472155690193,0.0,0.6416666666666667,0.32083333333333336,INCONCLUSIVE_UNCONFIRMED,False,False
U0000059,0,2026-03-11 06:24:09+00:00,4,0.0,0.10260751098394394,0.0,0.7741666666666667,0.38708333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000060,0,2026-05-06 22:28:04+00:00,3,0.0,0.18000315129756927,0.0,0.8741666666666666,0.4370833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000061,0,2026-05-08 19:30:27+00:00,3,0.0,0.07655235379934311,0.0,0.7041666666666667,0.35208333333333336,INCONCLUSIVE_UNCONFIRMED,False,False
U0000062,0,2026-06-10 02:03:02+00:00,0,0.0,0.01615646481513977,0.0,0.2375,0.11875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000063,0,2026-03-03 16:47:05+00:00,4,0.0,0.2466677576303482,0.0,0.9075,0.45375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000064,1,2026-03-12 00:40:25+00:00,0,0.9775147928994086,0.9240837693214417,0.0,0.9991666666666666,0.4995833333333333,CONFIRMED_SYNTHETIC_FRAUD,False,False
U0000065,0,2026-06-08 03:15:10+00:00,4,0.0,0.05260729789733887,0.0,0.6066666666666667,0.30333333333333334,INCONCLUSIVE_UNCONFIRMED,False,False
U0000066,0,2026-04-24 16:51:36+00:00,1,0.9702258726899385,0.5863619446754456,0.0,0.97,0.485,INCONCLUSIVE_UNCONFIRMED,False,False
U0000067,0,2026-03-04 09:23:22+00:00,1,0.0,0.011096067726612091,0.0,0.09916666666666667,0.04958333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000068,0,2026-06-09 18:39:02+00:00,4,0.0,0.02442583255469799,0.0,0.38166666666666665,0.19083333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000069,0,2026-06-07 19:05:28+00:00,2,0.0,0.12419286370277405,0.0,0.8183333333333334,0.4091666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000070,0,2026-05-12 14:24:33+00:00,4,0.0,0.04381691664457321,0.0,0.5716666666666667,0.28583333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000071,0,2026-05-02 13:42:54+00:00,0,0.0,0.11724542081356049,0.0,0.8083333333333333,0.4041666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000072,0,2026-04-30 02:11:29+00:00,1,0.0,0.01081266812980175,0.0,0.08625,0.043125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000073,0,2026-05-16 21:35:10+00:00,0,0.0,0.049982793629169464,0.0,0.5958333333333333,0.29791666666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000074,0,2026-04-05 16:22:23+00:00,0,0.0,0.02674897201359272,0.0,0.4141666666666667,0.20708333333333334,INCONCLUSIVE_UNCONFIRMED,False,False
U0000075,0,2026-06-04 19:31:24+00:00,4,0.0,0.008700051344931126,0.0,0.002916666666666667,0.0014583333333333334,INCONCLUSIVE_UNCONFIRMED,False,False
U0000076,0,2026-03-18 02:59:45+00:00,2,0.0,0.04499824345111847,0.0,0.58,0.29,INCONCLUSIVE_UNCONFIRMED,False,False
U0000077,0,2026-05-09 21:05:34+00:00,4,0.0,0.05675869435071945,0.0,0.6316666666666667,0.31583333333333335,INCONCLUSIVE_UNCONFIRMED,False,False
U0000078,0,2026-05-20 07:43:39+00:00,3,0.0,0.020492784678936005,0.0,0.30916666666666665,0.15458333333333332,INCONCLUSIVE_UNCONFIRMED,False,False
U0000079,0,2026-03-07 21:15:57+00:00,1,0.0,0.06495129317045212,0.0,0.66625,0.333125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000080,0,2026-04-24 20:10:27+00:00,2,0.0,0.024944886565208435,0.0,0.3983333333333333,0.19916666666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000081,0,2026-05-20 13:15:33+00:00,4,0.0,0.03937259316444397,0.0,0.545,0.2725,INCONCLUSIVE_UNCONFIRMED,False,False
U0000082,0,2026-06-13 04:30:41+00:00,0,0.0,0.011309802532196045,0.0,0.11583333333333333,0.057916666666666665,INCONCLUSIVE_UNCONFIRMED,False,False
U0000083,0,2026-03-15 16:24:34+00:00,0,0.0,0.0311020165681839,0.0,0.4683333333333333,0.23416666666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000084,0,2026-04-06 13:19:25+00:00,3,0.0,0.06702112406492233,0.0,0.675,0.3375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000085,0,2026-04-06 20:29:34+00:00,4,0.0,0.033085957169532776,0.0,0.4875,0.24375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000086,0,2026-04-10 17:29:57+00:00,2,0.0,0.009688015095889568,0.0,0.04625,0.023125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000087,0,2026-04-20 14:31:53+00:00,3,0.0,0.009177020750939846,0.0,0.019583333333333335,0.009791666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000088,0,2026-06-01 15:18:18+00:00,1,0.0,0.021172435954213142,0.0,0.32166666666666666,0.16083333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000089,0,2026-05-27 04:33:28+00:00,4,0.0,0.015067433938384056,0.0,0.215,0.1075,INCONCLUSIVE_UNCONFIRMED,False,False
U0000090,0,2026-02-26 07:06:47+00:00,3,0.0,0.17757368087768555,0.0,0.8733333333333333,0.43666666666666665,INCONCLUSIVE_UNCONFIRMED,False,False
U0000091,0,2026-03-30 22:39:44+00:00,4,0.0,0.008700051344931126,0.0,0.002916666666666667,0.0014583333333333334,INCONCLUSIVE_UNCONFIRMED,False,False
U0000092,0,2026-05-15 12:24:44+00:00,4,0.0,0.00908872950822115,0.0,0.016666666666666666,0.008333333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000093,0,2026-05-12 13:53:59+00:00,4,0.0,0.033769529312849045,0.0,0.495,0.2475,INCONCLUSIVE_UNCONFIRMED,False,False
U0000094,0,2026-03-27 09:21:04+00:00,4,0.0,0.018623849377036095,0.0,0.2891666666666667,0.14458333333333334,INCONCLUSIVE_UNCONFIRMED,False,False
U0000095,0,2026-06-19 03:42:20+00:00,1,0.0,0.020692255347967148,0.5725850680512733,0.3145833333333333,0.4435842006923033,INCONCLUSIVE_UNCONFIRMED,False,False
U0000096,0,2026-03-08 07:37:22+00:00,2,0.0,0.012563404627144337,0.0,0.16666666666666666,0.08333333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000097,0,2026-06-10 09:10:59+00:00,1,0.0,0.15989266335964203,0.0,0.8591666666666666,0.4295833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000098,0,2026-04-26 10:39:07+00:00,2,0.0,0.029983026906847954,0.0,0.45666666666666667,0.22833333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000099,0,2026-04-21 06:30:12+00:00,3,0.0,0.01465765479952097,0.0,0.20833333333333334,0.10416666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000100,0,2026-05-25 09:31:10+00:00,0,0.0,0.10016648471355438,0.0,0.7691666666666667,0.38458333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000101,0,2026-03-04 23:27:18+00:00,3,0.9672466734902765,0.4630347490310669,0.0,0.9591666666666666,0.4795833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000102,0,2026-05-30 01:24:45+00:00,2,0.0,0.07991079986095428,0.0,0.715,0.3575,INCONCLUSIVE_UNCONFIRMED,False,False
U0000103,0,2026-03-12 07:24:21+00:00,1,0.0,0.10665242373943329,0.0,0.7808333333333334,0.3904166666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000104,0,2026-05-31 13:10:46+00:00,0,0.0,0.036180268973112106,0.0,0.5166666666666667,0.25833333333333336,INCONCLUSIVE_UNCONFIRMED,False,False
U0000105,0,2026-05-16 12:01:15+00:00,2,0.0,0.01314303558319807,0.0,0.17083333333333334,0.08541666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000106,1,2026-02-22 13:10:22+00:00,4,0.9623217922606926,0.6647923588752747,0.0,0.9825,0.49125,CONFIRMED_SYNTHETIC_FRAUD,False,False
U0000107,0,2026-03-16 11:06:00+00:00,3,0.0,0.059614602476358414,0.0,0.6458333333333334,0.3229166666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000108,0,2026-05-09 22:22:43+00:00,1,0.9702258726899385,0.6286587715148926,0.0,0.9775,0.48875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000109,0,2026-05-07 08:51:03+00:00,4,0.0,0.016291843727231026,0.0,0.24166666666666667,0.12083333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000110,0,2026-04-09 18:55:13+00:00,0,0.0,0.0877644419670105,0.0,0.7325,0.36625,INCONCLUSIVE_UNCONFIRMED,False,False
U0000111,0,2026-03-18 23:22:25+00:00,0,0.0,0.1102599948644638,0.0,0.7925,0.39625,INCONCLUSIVE_UNCONFIRMED,False,False
U0000112,0,2026-05-31 19:13:28+00:00,2,0.0,0.01859430968761444,0.0,0.2875,0.14375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000113,0,2026-05-13 01:11:59+00:00,0,0.0,0.06924780458211899,0.0,0.6816666666666666,0.3408333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000114,0,2026-06-17 02:33:39+00:00,0,0.0,0.03850141167640686,0.0,0.5358333333333334,0.2679166666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000115,0,2026-04-25 03:58:27+00:00,3,0.9672466734902765,0.5870107412338257,0.0,0.9708333333333333,0.48541666666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000116,0,2026-05-08 06:51:33+00:00,3,0.0,0.04181366786360741,0.0,0.5579166666666666,0.2789583333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000117,0,2026-03-18 05:41:42+00:00,3,0.0,0.046370405703783035,0.0,0.585,0.2925,INCONCLUSIVE_UNCONFIRMED,False,False
U0000118,0,2026-04-27 02:29:52+00:00,4,0.0,0.16873618960380554,0.0,0.8675,0.43375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000119,0,2026-05-01 12:59:43+00:00,0,0.0,0.010696412064135075,0.0,0.07375,0.036875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000120,0,2026-04-07 07:19:49+00:00,2,0.0,0.05813741683959961,0.0,0.64,0.32,INCONCLUSIVE_UNCONFIRMED,False,False
U0000121,0,2026-05-06 04:00:02+00:00,0,0.0,0.022154411301016808,0.0,0.34041666666666665,0.17020833333333332,INCONCLUSIVE_UNCONFIRMED,False,False
U0000122,0,2026-06-14 22:01:17+00:00,4,0.0,0.00889732874929905,0.0,0.005833333333333334,0.002916666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000123,0,2026-04-23 10:44:03+00:00,1,0.0,0.132576584815979,0.0,0.8325,0.41625,INCONCLUSIVE_UNCONFIRMED,False,False
U0000124,0,2026-06-10 11:54:41+00:00,2,0.0,0.28236037492752075,0.0,0.92,0.46,INCONCLUSIVE_UNCONFIRMED,False,False
U0000125,0,2026-04-01 01:54:50+00:00,4,0.0,0.017130965366959572,0.0,0.2625,0.13125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000126,0,2026-06-16 17:03:07+00:00,0,0.0,0.011461911723017693,0.0,0.12166666666666667,0.060833333333333336,INCONCLUSIVE_UNCONFIRMED,False,False
U0000127,0,2026-06-04 01:44:08+00:00,2,0.0,0.05351937934756279,0.0,0.6133333333333333,0.30666666666666664,INCONCLUSIVE_UNCONFIRMED,False,False
U0000128,0,2026-04-21 11:18:39+00:00,0,0.0,0.04964346066117287,0.0,0.5941666666666666,0.2970833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000129,0,2026-03-16 15:56:23+00:00,3,0.0,0.02459597960114479,0.0,0.38666666666666666,0.19333333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000130,0,2026-02-24 03:50:33+00:00,1,0.0,0.020546913146972656,0.0,0.31125,0.155625,INCONCLUSIVE_UNCONFIRMED,False,False
U0000131,0,2026-04-20 00:47:35+00:00,3,0.0,0.01401376910507679,0.0,0.20083333333333334,0.10041666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000132,0,2026-06-01 19:14:40+00:00,0,0.0,0.015599322505295277,0.0,0.22833333333333333,0.11416666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000133,0,2026-04-25 17:18:24+00:00,4,0.0,0.030864467844367027,0.0,0.465,0.2325,INCONCLUSIVE_UNCONFIRMED,False,False
U0000134,0,2026-03-27 11:20:05+00:00,3,0.0,0.05526517331600189,0.0,0.6241666666666666,0.3120833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000135,0,2026-03-30 23:11:17+00:00,4,0.0,0.022480497136712074,0.0,0.3475,0.17375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000136,0,2026-06-03 05:51:50+00:00,4,0.0,0.10671016573905945,0.0,0.7816666666666666,0.3908333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000137,0,2026-06-06 07:58:05+00:00,2,0.0,0.24673381447792053,0.0,0.9083333333333333,0.45416666666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000138,0,2026-04-05 07:38:31+00:00,1,0.0,0.11073225736618042,0.0,0.7933333333333333,0.39666666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000139,0,2026-05-06 10:46:56+00:00,4,0.0,0.015739133581519127,0.0,0.23,0.115,INCONCLUSIVE_UNCONFIRMED,False,False
U0000140,0,2026-03-04 09:50:49+00:00,0,0.0,0.05595433712005615,0.0,0.6291666666666667,0.3145833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000141,0,2026-04-16 22:23:42+00:00,2,0.0,0.017121437937021255,0.0,0.26166666666666666,0.13083333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000142,0,2026-05-15 20:44:15+00:00,1,0.0,0.08414953947067261,0.0,0.7241666666666666,0.3620833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000143,0,2026-05-05 09:00:46+00:00,4,0.0,0.061269812285900116,0.0,0.6508333333333334,0.3254166666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000144,0,2026-03-27 01:09:19+00:00,1,0.0,0.32904210686683655,0.0,0.9341666666666667,0.46708333333333335,INCONCLUSIVE_UNCONFIRMED,False,False
U0000145,0,2026-04-25 01:11:31+00:00,4,0.0,0.016102232038974762,0.0,0.235,0.1175,INCONCLUSIVE_UNCONFIRMED,False,False
U0000146,0,2026-03-19 10:21:05+00:00,2,0.0,0.040485624223947525,0.0,0.5533333333333333,0.27666666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000147,0,2026-05-09 23:18:58+00:00,0,0.0,0.009633861482143402,0.0,0.04375,0.021875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000148,0,2026-03-17 06:31:04+00:00,3,0.0,0.1561272293329239,0.0,0.8566666666666667,0.42833333333333334,INCONCLUSIVE_UNCONFIRMED,False,False
U0000149,0,2026-04-24 03:08:25+00:00,4,0.0,0.012299546971917152,0.0,0.1575,0.07875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000150,0,2026-06-04 23:31:48+00:00,1,0.0,0.11750081926584244,0.0,0.8091666666666667,0.40458333333333335,INCONCLUSIVE_UNCONFIRMED,False,False
U0000151,0,2026-03-13 08:14:15+00:00,1,0.0,0.034930355846881866,0.0,0.5066666666666667,0.25333333333333335,INCONCLUSIVE_UNCONFIRMED,False,False
U0000152,0,2026-04-04 19:34:42+00:00,3,0.9672466734902765,0.10199902951717377,0.0,0.7716666666666666,0.3858333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000153,0,2026-06-18 08:06:56+00:00,3,0.0,0.05809462442994118,0.0,0.6391666666666667,0.31958333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000154,0,2026-03-03 18:23:12+00:00,3,0.0,0.0551597960293293,0.0,0.6225,0.31125,INCONCLUSIVE_UNCONFIRMED,False,False
U0000155,0,2026-06-12 01:28:32+00:00,1,0.0,0.22563166916370392,0.0,0.8975,0.44875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000156,0,2026-05-27 23:26:16+00:00,4,0.0,0.018407048657536507,0.0,0.2866666666666667,0.14333333333333334,INCONCLUSIVE_UNCONFIRMED,False,False
U0000157,0,2026-06-05 08:31:55+00:00,4,0.0,0.021315131336450577,0.0,0.32416666666666666,0.16208333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000158,0,2026-05-21 00:49:12+00:00,2,0.0,0.13239148259162903,0.0,0.8308333333333333,0.41541666666666666,INCONCLUSIVE_UNCONFIRMED,False,False
U0000159,0,2026-03-29 05:13:42+00:00,1,0.0,0.018838893622159958,0.0,0.29083333333333333,0.14541666666666667,INCONCLUSIVE_UNCONFIRMED,False,False
U0000160,0,2026-03-04 22:40:37+00:00,2,0.0,0.06811272352933884,0.0,0.6775,0.33875,INCONCLUSIVE_UNCONFIRMED,False,False
U0000161,0,2026-05-25 18:49:49+00:00,0,0.0,0.009319121018052101,0.0,0.03666666666666667,0.018333333333333333,INCONCLUSIVE_UNCONFIRMED,False,False
U0000162,0,2026-06-04 03:16:51+00:00,3,0.0,0.5461443066596985,0.0,0.9675,0.48375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000163,0,2026-05-07 03:31:59+00:00,1,0.0,0.1470082551240921,0.0,0.8475,0.42375,INCONCLUSIVE_UNCONFIRMED,False,False
U0000164,0,2026-05-21 03:21:59+00:00,0,0.0,0.6382250785827637,0.0,0.9791666666666666,0.4895833333333333,INCONCLUSIVE_UNCONFIRMED,False,False
